Symbol,Date,Open,High,Low,Close,Volume,Premarket High,Morning High,Outstanding Shares,Market Cap,GAP%
DLPN,2020-07-13,1.55,1.85,1.35,1.44,23471112,1.99,1.67,30980000,48019000,24
BOXL,2020-07-13,1.28,1.87,1.17,1.57,46084505,1.72,1.32,28320000,36391200,28.5
SPAQ,2020-07-13,20.47,21.6,14.52,15.06,59474439,21.46,21.6,55200000,1129944000,22.57
NBY,2020-07-13,1.54,1.94,1.27,1.4,82334840,2.18,1.94,33380000,51405200,36.28
EQ,2020-07-13,9,27.05,7.35,26.5,100656578,13.75,9.7,17680000,159120000,182.13
ECOR,2020-07-13,3.14,3.3,1.66,1.78,160791817,3.38,3.3,38130000,119728200,269.41
EBON,2020-07-14,6,8,4.55,4.75,6238547,6.5,8,84410000,506460000,30.72
VNRX,2020-07-14,5.2,5.2,3.55,3.75,13444839,7.69,5.2,46230000,240396000,48.57
ICON,2020-07-14,1.53,1.53,1,1.04,17414768,2.14,1.53,11860000,18145800,96.15
INMB,2020-07-14,17.59,24.42,13.57,15.75,44736951,22.9,24.42,10820000,190323800,98.76
IMV,2020-07-14,6.09,6.82,4.15,4.63,62093949,9.5,6.82,61700000,375753000,103
PRCP,2020-07-14,5.33,7.29,4.55,6.5,91158842,7.74,7.29,9720000,51807600,73.62
RIGL,2020-07-14,3.2,5.24,3.16,4.12,258508556,3.6,5.24,168570000,539424000,48.15
LIVE,2020-07-15,11.4,12,9.25,9.68,32599,12,12,1620000,18468000,29.54
LGHL,2020-07-15,3.76,3.78,3.07,3.42,500717,3.84,3.78,17400000,65424000,23.68
NEXT,2020-07-15,2.34,2.58,1.87,1.97,1492939,3.59,2.58,120620000,282250800,36.84
CHNR,2020-07-15,1.39,1.42,1.12,1.23,1516281,1.57,1.42,24910000,34500350,20.43
MOGO,2020-07-15,2.56,3.15,1.26,1.39,18510306,3,3.15,28370000,72627200,176.76
PHUN,2020-07-15,1.7,1.8,1.38,1.44,42935927,2.02,1.8,40950000,69615000,31.78
MBRX,2020-07-15,1.01,1.35,0.97,1.07,76038019,1.3,1.35,60400000,61004000,28.66
LCI,2020-07-16,6.23,6.43,5.41,5.96,6984862,7.89,6.43,40350000,251380500,21.21
FTFT,2020-07-16,3.41,3.74,2.8,2.94,7107838,5.15,3.74,38490000,131250900,27.24
ARC,2020-07-16,1.08,1.49,0.96,1.11,11862687,1.27,1.49,43470000,46947600,37.91
INWK,2020-07-16,2.93,2.94,2.69,2.85,17954592,2.97,2.94,52690000,154381700,121.97
LGHL,2020-07-16,8.4,8.93,4.36,4.73,26320930,9.52,8.93,17400000,146160000,145.61
JILL,2020-07-16,1.13,1.56,0.78,0.87,27481775,1.25,1.56,44770000,50590100,79.37
ACIU,2020-07-16,10.82,13,8.22,8.55,44862007,14.89,13,71860000,777525200,50.49
BOXL,2020-07-16,3.34,4.65,3.07,4.2,318299572,3.63,4.65,31860000,106412400,40.34
BNED,2020-07-17,2.68,2.83,2.46,2.51,3311464,3.2,2.83,48490000,129953200,21.82
OCN,2020-07-17,0.93,0.98,0.83,0.92,10662463,1.23,0.9769,129680000,120200392,43.15
CKPT,2020-07-17,2.12,2.66,2.1,2.23,12197636,2.65,2.6648,48060000,101887200,26.95
VCNX,2020-07-17,8.93,9.4,7.17,7.94,19584749,9.72,9.05,17120000,152881600,57.77
APDN,2020-07-17,13.05,14.84,10.07,10.73,22577999,17.64,14.84,4680000,61074000,45.16
RMBL,2020-07-17,20.17,38.82,18.06,25.66,38409712,28,24.9,2180000,43970600,88.15
HMHC,2020-07-17,3.16,3.23,2.56,2.8,53540736,3.4,3.23,125410000,396295600,34.47
BNGO,2020-07-17,0.66,0.87,0.61,0.62,161223101,0.75,0.87,83920000,55563432,27.33
BTAI,2020-07-20,67,71.5,59.01,60.42,2750536,74.89,71.5,20210000,1354070000,26.44
FET,2020-07-20,0.52,0.6,0.44,0.47,10853145,0.75,0.5989,111370000,58135140,23.58
BRQS,2020-07-20,1.26,1.9,1.04,1.23,21781736,1.35,1.68,40130000,50563800,48.24
AIKI,2020-07-20,1.27,1.39,1.12,1.19,22043981,1.7,1.39,34920000,44348400,23.3
DPW,2020-07-20,4.89,5.24,2.9,2.97,77754804,5.39,5.24,6110000,29877900,137.38
JE,2020-07-20,0.57,0.84,0.49,0.54,122262871,1.22,0.838,151640000,86571276,61.18
HTBX,2020-07-20,2.97,3.99,2.74,3.62,206684352,3.04,3.385,84670000,251469900,20.73
TNXP,2020-07-20,1.2,1.86,1.06,1.55,266134795,1.33,1.27,125740000,150888000,48.15
IBIO,2020-07-20,5,7.23,4.97,6.41,271081761,5.63,7.23,119800000,599000000,27.88
JAN,2020-07-21,5.65,5.65,3.51,3.56,3025873,6.38,5.65,1990000,11243500,61.89
CTIC,2020-07-21,1.95,1.95,1.71,1.78,5638942,2.29,1.95,73680000,143676000,21.87
LXRX,2020-07-21,2.74,2.89,2.07,2.08,23577799,4.13,2.89,106970000,293097800,30.48
NBEV,2020-07-21,2.82,2.99,2.31,2.46,45116583,3.38,2.99,92590000,261103800,62.07
MBRX,2020-07-21,1.53,1.55,1.26,1.33,45611930,1.74,1.55,60400000,92412000,39.09
OMI,2020-07-21,10.24,15.4,10.16,14.4,61701649,10.77,15.4,63010000,645222400,28.97
ATNM,2020-07-21,0.57,0.64,0.5,0.52,66427907,0.6048,0.639,395160000,225241200,26.75
ONTX,2020-07-21,1.43,1.56,1.18,1.39,93597039,1.45,1.56,174180000,249077400,31.19
TNXP,2020-07-21,1.89,2.46,1.54,1.67,242417899,1.98,2.46,125740000,237648600,21.94
BRN,2020-07-22,1.2,1.3,1.05,1.1,897542,1.55,1.3,8279999,9935998.8,23.06
MCEP,2020-07-22,3.86,4.01,2.99,3.1,1291143,4.19,4.01,14310000,55236600,29.1
USEG,2020-07-22,6.1,8.7,6.1,7.83,3934520,7.65,8.7,1400000,8540000,21.76
REI,2020-07-22,1.32,1.36,1.12,1.16,4366582,1.48,1.36,68000000,89760000,21.1
SPI,2020-07-22,2,2.1,1.4,1.56,5809628,2.25,2.099,14840000,29680000,56.25
OBLG,2020-07-22,3.91,4.69,3.25,3.66,26050478,5.47,4.69,5230000,20449300,56.4
BLNK,2020-07-22,7.44,7.99,6.83,6.96,31389904,7.74,7.99,28100000,209064000,21.97
TAT,2020-07-22,0.56,0.84,0.4,0.49,54660795,0.7608,0.84,62720000,35248640,79.27
MXC,2020-07-22,9.72,14.63,7.51,8.1,56406516,12.99,14.63,2040000,19828800,166.3
NTEC,2020-07-22,0.61,0.79,0.5,0.53,74441030,0.691,0.7908,69270000,42601050,23.94
OGEN,2020-07-22,1.97,2.09,1.4,1.49,77541562,2.12,2.09,55360000,109059200,44.85
BNGO,2020-07-22,1,1.16,0.82,0.89,143960220,1.09,1.16,83920000,83810904,21.05
ZOM,2020-07-22,0.2,0.2,0.17,0.18,176321224,0.2081,0.196,523539999,102613839.8,20.25
JILL,2020-07-23,0.8,0.8,0.65,0.66,3794570,0.97,0.8033,44770000,35963741,22.73
BCOV,2020-07-23,10.38,13.36,9.96,11.64,10845325,10.89,11.5,38980000,404612400,28.62
ENTX,2020-07-23,2.73,3.21,2.06,2.2,28999164,4.45,3.21,18230000,49767900,42.93
CBAY,2020-07-23,4.64,5.08,4.28,4.39,44219478,5.7,5.08,68880000,319603200,32.19
YVR,2020-07-23,2.19,2.78,1.73,1.85,65801700,3.09,2.78,9780000,21418200,36.87
PLM,2020-07-23,0.6,0.71,0.5,0.6,154942409,0.7,0.6666,1006330000,603798000,35.93
MIST,2020-07-23,7.76,9.99,6.45,8.91,224640966,7.85,9.29,24630000,191128800,132.34
CLFD,2020-07-24,16.84,18.11,15.92,17.15,668109,17.01,18.11,13630000,229529200,20.37
THTX,2020-07-24,2.69,2.81,2.34,2.5,3629596,3.3,2.81,77010000,207156900,20.63
PTE,2020-07-24,2.04,2.38,1.67,1.78,23589473,2.47,2.38,38460000,78458400,26.71
MGEN,2020-07-24,1.59,1.61,1.21,1.24,44434796,1.81,1.61,53080000,84397200,45.21
ASNA,2020-07-24,0.71,1.45,0.61,1.29,62778180,0.75,1.22,9990000,7092900,20.95
ENT,2020-07-24,6.45,7,3.19,3.23,72596343,6.61,7,3750000,24187500,207.14
ABUS,2020-07-24,7.98,9.02,4.77,4.96,219519560,8.89,9.02,68960000,550300800,28.71
TWMC,2020-07-27,7.79,7.82,6.91,7.4,30178,7.5,7.82,1830000,14255700,25.65
TCRR,2020-07-27,18.92,19.85,15.21,16.39,4046268,20.36,19.85,24080000,455593600,44.43
CNXM,2020-07-27,7.96,8.62,7.89,8.09,9077469,8.35,8.62,89800000,714808000,20.42
TYHT,2020-07-27,0.58,0.85,0.52,0.58,26325891,0.6499,0.85,27330000,15851400,21.67
WHLM,2020-07-27,8.05,12.92,6.82,7.8,51761994,13.52,12.92,5160000,41538000,115.53
SNSS,2020-07-27,0.5,0.51,0.38,0.41,55215930,0.614,0.505,111390000,55917780,42.53
MARA,2020-07-27,1.37,1.72,1.27,1.42,75828462,1.66,1.57,21780000,29838600,31.73
SCKT,2020-07-27,3.85,4.15,2.12,2.22,102779218,4.06,4.15,6010000,23138500,163.68
TARA,2020-07-28,36.69,36.69,26.38,27.45,222381,36.4,36.69,5840000,214269600,40.74
MEDS,2020-07-28,7.85,7.98,6.6,7.96,908193,9.25,7.92,7700000,60445000,25
SQBG,2020-07-28,6.26,9,5.65,6.79,2644727,7.19,9,1650000,10329000,20.38
VCRA,2020-07-28,29.55,33.85,29.3,31.4,4767276,29.1,32.39,32030000,946486500,26.12
SPPI,2020-07-28,4.7,4.76,3.65,3.65,31122529,5.95,4.76,116470000,547409000,45.06
SNGX,2020-07-28,2.85,2.99,2.37,2.61,31520242,3.68,2.99,28960000,82536000,33.8
FRAN,2020-07-28,9.11,9.2,5.79,6,32439575,10.4,9.2,2920000,26601200,95.49
KODK,2020-07-28,9.63,11.8,7.62,7.94,285844261,9.74,11.8,43730000,421119900,267.56
MARPS,2020-07-29,2.58,2.58,1.91,2.01,39307,2.49,2.58,2000000,5160000,35.79
TKAT,2020-07-29,1.1,1.1,0.9,0.92,126612,1.05,1.1,11270000,12397000,32.53
SGC,2020-07-29,18,18.48,16.26,17.3,262472,17.9953,18.48,15320000,275760000,28.39
CSGP,2020-07-29,939,939,785.43,829.14,786070,933.47,939,39360000,36959040000,31.01
BCO,2020-07-29,51.81,52.56,44.35,48.07,3138358,51.86,52.56,50490000,2615886900,35.31
BGFV,2020-07-29,6.21,6.93,5.54,6.58,15145037,6.56,6.48,21830000,135564300,38.93
SNOA,2020-07-29,11.4,12.5,9.01,9.8,23770714,14.67,12.5,1970000,22458000,76.47
ONDK,2020-07-29,1.27,1.4,1.24,1.37,34627153,1.33,1.4,58420000,74193400,49.41
LB,2020-07-29,23.55,26.66,23.21,25.88,39207181,23.97,26.655,277830000,6542896500,23.17
TUP,2020-07-29,13,16.41,12.95,16.15,42902982,13.3,16.41,49010000,637130000,34.99
ACHV,2020-07-29,0.8,0.89,0.62,0.7,91394193,1.3,0.8899,45990000,36792000,39.86
HTBX,2020-07-29,2.84,2.86,2.15,2.23,115378456,3.15,2.86,170640000,484617600,37.2
KODK,2020-07-29,18.43,60,17.5,33.2,280316587,18.5,60,43730000,805943900,132.12
JFK,2020-07-30,12.75,12.75,10.23,10.5,179410,18.11,12.75,7430000,94732500,24.51
PRK,2020-07-30,84.94,90.63,82.37,88,942282,83.49,90.63,16300000,1384522000,20.01
SBPH,2020-07-30,2.5,2.5,1.73,1.94,5378715,4.91,2.5,17100000,42750000,20.19
HUGE,2020-07-30,5.72,6.87,4.12,4.26,22852347,11.97,6.87,8700000,49764000,52.94
HOME,2020-07-30,13.01,13.54,11.68,12.6,23366682,15.39,13.54,64190000,835111900,37.82
BLNK,2020-07-30,11.8,14.58,11.09,12.49,45535124,13.5,13.82,28100000,331580000,22.66
EDSA,2020-07-30,15.18,19.1,8.73,9.45,45807883,17.08,19.1,8860000,134494800,191.92
KODK,2020-07-30,43.58,44.44,27.5,29.83,100219019,45.3,44.44,43730000,1905753400,31.27
KNDI,2020-07-30,16.56,17.4,8.53,8.66,124731889,19.38,17.4,52850000,875196000,77.68
TRT,2020-07-31,4.52,4.52,3.5,3.78,68232,4.31,4.52,3670000,16588400,28.41
LEAF,2020-07-31,5.52,5.58,4.08,5.13,752368,5.9,5.58,26710000,147439200,21.32
NXGN,2020-07-31,15.6,16.38,14,14.62,1035280,15.63,16.38,66709999,1040675984,24.4
MDRX,2020-07-31,9.25,10.49,8.56,9,7277317,9.31,10.49,162550000,1503587500,21.87
APDN,2020-07-31,13.05,13.08,9.3,10,18595660,15,13.08,5080000,66294000,49.83
ECOR,2020-07-31,2.77,3,2.07,2.23,66219490,4.25,3,38130000,105620100,79.87
PINS,2020-07-31,33.56,34.5,31,34.29,113749308,35.36,34.5,403490000,13541124400,33.23
SONN,2020-07-31,4.9,7.89,3.77,4.11,131021491,7.4,7.89,9200000,45080000,68.38
ZN,2020-07-31,0.7,0.88,0.43,0.45,184785381,0.95,0.88,173370000,121133619,156.69
JCAP,2020-08-03,17.3,17.45,17.1,17.18,3387748,17.59,17.45,23270000,402571000,23.48
IMUX,2020-08-03,21.92,23.39,20.2,22,3712592,27,23.39,14970000,328142400,27.44
FET,2020-08-03,0.62,0.65,0.52,0.53,6450358,0.7,0.65,111370000,69049400,23.85
BORR,2020-08-03,1.14,1.15,1.03,1.09,8203886,1.25,1.15,158430000,180610200,27.57
VAR,2020-08-03,174.74,175.57,173.2,174.17,12147768,176.94,175.57,90820000,15869886800,22.44
HIHO,2020-08-03,4.21,4.95,3.04,3.6,12925993,7.5,4.95,3800000,15998000,60.08
AIHS,2020-08-03,0.89,1.07,0.73,0.81,14151197,1.15,1.07,28840000,25581080,30.08
CBAY,2020-08-03,4.38,5.36,4.02,4.88,53340264,5.44,4.98,68880000,301694400,23.38
DTSS,2020-08-03,5.75,6.24,2.9,3.08,56917656,8.38,6.24,20940000,120405000,196.39
ADT,2020-08-03,13.89,17.21,13.17,13.48,188157845,20.09,17.21,760430000,10562372700,61.32
MARA,2020-08-03,3.11,4.79,2.84,3.83,225520808,3.19,3.98,28450000,88479500,53.2
BXC,2020-08-04,17.95,17.95,15.49,17.5,848784,18.8,17.95,9370000,168191500,23.11
DAC,2020-08-04,4.38,4.85,3.91,4.61,1330299,4.7,4.4,24790000,108580200,20.66
YRCW,2020-08-04,3.47,3.77,3.06,3.07,8481843,4.25,3.77,37150000,129025665,20.59
ICON,2020-08-04,1.22,1.48,1.05,1.2,15441501,1.7,1.48,11860000,14462084,22.8
ZCMD,2020-08-04,2.98,5.25,2.62,2.85,17400303,7.49,5.25,19420000,57871600,24.17
BLNK,2020-08-04,12.76,13.32,11.11,11.39,17979810,13.72,13.32,28100000,358556000,21.06
SSNT,2020-08-04,11.19,13.42,5.3,5.4,36666015,19.89,13.42,4500000,50355000,311.4
SINT,2020-08-04,2.7,3.3,2.44,3.26,60368659,2.9,3.15,20930000,56511000,26.76
ASTE,2020-08-05,59.9,63.74,51.62,51.96,599470,57.62,63.74,22590000,1353141000,31.19
DRIO,2020-08-05,16.96,18.72,15.56,17.53,1483938,17.88,18,3790000,64278400,22.54
FLGT,2020-08-05,39.18,43.64,34.36,36.14,1796955,39,43.64,21810000,854515800,31.96
IEA,2020-08-05,4.28,5.47,3.86,4.06,11558374,6.1,5.47,22510000,96342800,20.22
ARPO,2020-08-05,1.8,1.83,1.43,1.51,29686108,2.32,1.83,40590000,73062000,36.36
WLL,2020-08-05,1.33,1.48,1.04,1.11,39265038,1.67,1.48,91410000,121575300,23.15
MYOS,2020-08-05,2.68,2.88,1.64,1.84,80741277,2.8,2.88,11850000,31758000,116.13
MARA,2020-08-05,4.2,4.74,3.91,4.2,98927901,4.76,4.74,28450000,119490000,26.89
FRGI,2020-08-06,8.35,9.15,7.74,9.02,1984353,8.45,8.94,27970000,233549500,27.48
TVTY,2020-08-06,17.24,17.91,16.52,17.1,2696180,17.52,17.91,48490000,835967600,26.67
BEAM,2020-08-06,27.15,27.45,23,24.52,3152827,28.99,27.45,51490000,1397953500,27.58
VSTO,2020-08-06,22.06,22.29,19.74,20.25,4409296,22.24,22.29,58060000,1280803600,20.94
TYHT,2020-08-06,0.63,0.64,0.52,0.53,5475638,0.699,0.64,27330000,17247963,30.64
DNLI,2020-08-06,30.43,35.7,30.01,31.66,6306715,33.95,35.7,105630000,3214320900,30.94
APPS,2020-08-06,20.07,22.52,19.32,21.27,9694237,22.23,22.52,88320000,1772582400,23.2
AVCT,2020-08-06,12.49,12.96,7.99,8.35,51521474,14.2,12.96,19640000,245303600,158.06
ADTX,2020-08-06,6.43,9.58,5.71,7.6,87188713,10.4,9.58,5170000,33248270,63.64
CBL,2020-08-06,0.33,0.33,0.24,0.25,92198449,0.3599,0.325,191970000,62390250,67.7
BIOC,2020-08-06,1.1,1.3,1.02,1.14,192389060,1.17,1.3,131100000,144210000,23
AXDX,2020-08-07,17.82,17.82,15.24,15.5,410857,17.39,17.82,55270000,984911400,21.22
COHN,2020-08-07,25.53,28.6,18.28,19.02,931522,27.56,28.6,1250000,31912500,24.23
SG,2020-08-07,10.55,12,9.38,10.15,4199102,10.9,12,115300000,1216415000,51.07
HBP,2020-08-07,2.34,2.6,2.22,2.51,4544902,2.63,2.6,26890000,62922600,41.82
PSTV,2020-08-07,3.56,3.56,2.78,3.17,4841792,6.75,3.56,4110000,14631600,21.92
ADMS,2020-08-07,3.2,4.14,3.19,3.78,5946311,3.4,3.8156,28160000,90112000,22.61
TRUE,2020-08-07,5.7,6.35,5.22,5.48,16613321,6.61,6.35,107270000,611149371,32.8
GRPN,2020-08-07,22,26.45,21.33,25.77,38209854,22.65,24.825,28640000,630080000,33.74
BNGO,2020-08-07,0.97,1.01,0.83,0.86,73658483,1.04,1.01,83920000,81058328,20.74
CNDT,2020-08-07,3.86,4.65,3.61,4.13,117877674,4.2,4.65,209070000,807010200,70.8
MJCO,2020-08-10,16.02,16.6,16.01,16.21,226375,16.6,16.6,43350000,694467000,22.38
SDPI,2020-08-10,0.77,0.77,0.57,0.69,419617,0.75,0.77,25440000,19588800,40.95
TAT,2020-08-10,0.44,0.44,0.32,0.33,7070294,0.59,0.44,68540000,30157600,29.45
MOXC,2020-08-10,2.06,2.38,1.23,1.38,14722634,2.28,2.38,16190000,33351400,68.85
OMER,2020-08-10,20.4,25.46,19.68,21.32,18154661,25.49,25.46,54510000,1111840470,44.35
MCRB,2020-08-10,20.13,33,18,22.7,95410172,20.75,33,76260000,1535113800,333.84
OCGN,2020-08-10,0.8,0.8,0.64,0.7,106573081,0.86,0.802,135010000,108008000,45.45
TRVN,2020-08-10,3.57,3.68,2.86,3.13,108596538,4.5,3.68,107180000,382632600,50
RICK,2020-08-11,18,18.63,15.81,16.55,471207,17.94,18.63,9130000,164340000,23.8
PECK,2020-08-11,5.63,5.63,4.05,4.1,787052,7.44,5.63,5300000,29839000,23.74
JCOM,2020-08-11,73.89,76.03,68.64,69.03,3609031,73.26,76.03,47710000,3525291900,22.92
PRPH,2020-08-11,4.04,4.53,2.46,2.61,11956217,5.34,4.53,11590000,46823600,108.25
PFNX,2020-08-11,12.65,13.38,12.5,12.83,12943164,13.21,13.38,34300000,433895000,65.14
EYEN,2020-08-11,6.87,6.92,4.75,5.03,60761199,8.43,6.92,19780000,135888600,88.74
OXBR,2020-08-11,2.08,2.55,1.64,1.83,70414503,3.09,2.55,5730000,11918400,77.78
SUMR,2020-08-12,17.02,19.5,15.58,17.85,208780,18,19.5,2110000,35912200,22.43
CBMG,2020-08-12,19.4,19.5,19.19,19.27,2321004,19.99,19.5,19390000,376166000,35.95
MNPR,2020-08-12,13.64,14.4,6.9,6.99,6523014,14.09,14.4,10740000,146493600,84.5
EYEG,2020-08-12,5.06,6.5,4.65,5.38,9562061,7.91,6.5,4630000,23427800,23.41
AMTX,2020-08-12,3.15,3.47,2.85,3.34,15675248,3.35,3.47,20680000,65142000,20.69
BOXL,2020-08-12,2.58,2.68,2.34,2.49,84883413,2.88,2.68,49110000,126703800,28.36
IGC,2020-08-12,1,2.67,0.97,2.56,333620533,1.26,2.05,41190000,41190000,56.4
AZPN,2020-08-13,125.45,134.96,123,126.12,2404768,125.5,134.96,67600000,8480420000,28.39
TRCH,2020-08-13,0.42,0.42,0.32,0.33,6910506,0.49,0.4198,97560000,40955688,35.42
RVLV,2020-08-13,23.76,24,21.55,23.8,11947837,24.4,23.92,15810000,375645600,21.85
FAT,2020-08-13,9.37,10.25,6.82,7.01,32591691,12.4,10.25,11900000,111503000,165.44
HTBX,2020-08-13,1.92,1.92,1.68,1.83,61429942,2.1,1.92,148560000,285235200,23.08
NTN,2020-08-13,2.97,7.76,2.81,4.25,208370672,5.85,5.3,2950000,8761500,60.54
IGC,2020-08-13,3.44,4.5,2.3,2.54,248154141,3.98,4.5,41190000,141693600,34.37
NAVB,2020-08-14,3.94,3.94,3.26,3.27,1718569,4.001,3.94,25850000,101849000,24.29
TFFP,2020-08-14,12.5,13.18,11.28,11.55,3480589,13.74,13.18,18670000,233375000,21.6
EBON,2020-08-14,5.81,6.98,5.25,6.72,19485264,7.14,6.98,84410000,490422100,22.57
CREG,2020-08-14,4.43,4.85,3.01,3.18,25843284,5.3,4.85,2490000,11030700,55.44
FAMI,2020-08-14,1.04,1.67,0.93,1.07,253965395,1.08,1.47,20520000,21340800,36.48
LMPX,2020-08-17,9.99,11.85,8.75,11.81,3384784,13,10.5,9930000,99200700,35
OPTT,2020-08-17,1.5,1.67,1.22,1.24,11552151,1.63,1.67,17120000,25680000,27.12
MBOT,2020-08-17,11.74,12.2,9.5,10.27,27178020,12.72,12.2,7100000,83354000,43.87
CLUB,2020-08-17,0.91,1.2,0.71,0.74,46999789,0.9995,1.2,29720000,27045200,31.03
SMRT,2020-08-17,0.23,0.25,0.13,0.15,111238459,0.2885,0.25,48510000,11375595,114.35
LODE,2020-08-17,1.36,2.12,1.32,1.45,225349225,1.9,2.03,27880000,37916800,72.15
IMBI,2020-08-18,6.88,7.74,6.15,6.76,6118624,9.73,7.74,9470000,65200950,22.29
CCCL,2020-08-18,1.32,1.43,0.8,0.83,8433048,1.43,1.43,8020000,10586400,26.92
FORD,2020-08-18,2.18,2.57,1.6,1.77,37315536,2.78,2.57,9580000,20884400,59.12
NMTR,2020-08-18,0.7,0.75,0.59,0.65,40720420,0.82,0.75,138930000,97251000,25.49
MICT,2020-08-18,6.22,8.45,4.91,5.1,50909850,9.84,8.45,11930000,74204600,77.71
NBY,2020-08-18,1.26,1.43,1.03,1.06,58839568,1.41,1.43,41740000,52592400,31.25
GRNQ,2020-08-18,0.95,3.12,0.95,1.65,125759070,1.05,2.1,59170000,56507350,25.64
IMVT,2020-08-19,33.32,35.5,30.15,31.06,1337282,36.02,35.5,81810000,2725909200,21.12
TLGT,2020-08-19,2.6,2.61,1.86,2.01,5407927,3.85,2.61,5390000,14014000,22.07
AMPE,2020-08-19,0.94,0.94,0.76,0.77,6106527,0.95,0.94,176540000,165947600,23.99
AVCO,2020-08-19,2.02,2.16,1.66,1.75,25288392,2.26,2.16,80070000,161741400,26.25
HUD,2020-08-19,7.58,7.59,7.44,7.46,26784495,7.84,7.59,39350000,298273000,47.76
MNTA,2020-08-19,52.1,52.21,51.93,52.12,59683715,54,52.21,118850000,6192085000,69.1
BDR,2020-08-19,1.6,3.8,1.31,1.35,94593385,1.93,3.8,9770000,15632000,110.5
AESE,2020-08-19,1.73,2.88,1.56,1.8,140109036,2.17,2.33,29180000,50481400,28.15
NMTR,2020-08-19,0.89,1.11,0.78,0.84,185826071,1.08,1.11,138930000,123258696,36.49
EYPT,2020-08-20,0.63,0.65,0.56,0.57,7265893,0.7505,0.65,125220000,78888600,21.15
XELB,2020-08-20,1.05,1.27,0.85,1.04,7596091,1.36,1.27,19050000,20002500,27.43
NAKD,2020-08-20,0.46,0.47,0.32,0.34,59209407,0.5121,0.47,18060000,8271480,82.54
OPGN,2020-08-20,3.55,3.55,2.53,2.67,104663603,3.74,3.55,19710000,69970500,73.17
GEVO,2020-08-20,0.97,2.18,0.88,1.82,991105879,1.02,1.58,53840000,52284024,77.53
EYPT,2020-08-21,0.84,0.96,0.65,0.67,76390530,1.19,0.9561,125220000,105147234,46.03
PIXY,2020-08-21,4.57,6.22,4.11,4.37,133260186,4.92,6.22,16820000,76867400,32.85
OBLG,2020-08-24,2.93,2.95,2.2,2.34,1295105,3.1896,2.95,5230000,15323900,31.98
LMNL,2020-08-24,20,20.2,12.35,13.59,1889294,28.01,20.2,23630000,472600000,45.56
THMO,2020-08-24,4.56,4.65,3.89,4.11,2131407,6.66,4.65,6710000,30566734,23.12
PTI,2020-08-24,1.58,1.6,1.32,1.36,5126024,1.8499,1.6,52180000,82444400,21.54
KMDA,2020-08-24,12.68,13.33,11.1,11.73,5569900,12.95,13.33,44520000,564687228,26.84
XTNT,2020-08-24,1.32,1.33,0.95,1.04,6012000,1.71,1.33,13220000,17450400,43.71
AXAS,2020-08-24,0.24,0.24,0.19,0.2,34350231,0.2915,0.245,168070000,41160343,38.67
ADMA,2020-08-24,3.69,3.71,2.82,2.87,88288921,6,3.71,86350000,318631500,46.43
SONN,2020-08-24,4.38,4.94,3.35,3.9,92541297,7.5,4.5,13640000,59743200,66.54
CGIX,2020-08-24,7.47,10.39,6.13,6.25,109810399,10.36,10.39,2310000,17255700,157.6
BRQS,2020-08-24,1.32,2.23,1.15,1.23,152056647,1.54,2.23,40130000,52971600,49.66
SDPI,2020-08-25,0.52,0.52,0.43,0.44,55551,0.52,0.515,25620000,13194300,21.75
OVID,2020-08-25,7.86,7.89,6.1,6.33,13667453,10.45,7.89,57080000,448648800,23.39
UONE,2020-08-25,6.54,6.55,4.24,4.49,16688871,11.95,6.55,1580000,10333200,57.59
VVPR,2020-08-25,4.23,5.63,3.57,4.12,36889274,4.52,5.63,13560000,57358800,28.57
SGLB,2020-08-25,4.05,5.26,2.75,2.87,67222265,7.89,5.26,3930000,15916500,62.65
VIVE,2020-08-25,0.85,1.44,0.69,0.71,268548469,1.15,1.44,15730000,13370500,60.38
IMUX,2020-08-26,18.32,18.41,16.66,16.76,1729459,18.75,18.41,20720000,379590400,27.05
URBN,2020-08-26,25,26.9,24.56,25.25,15626066,25.36,26.9,97780000,2444011100,20.17
PLAN,2020-08-26,58.7,62.38,57.5,58.15,15965006,61.85,62.38,137540000,8073598000,22.75
TYME,2020-08-26,1.53,1.68,1.13,1.2,48522501,1.83,1.68,126880000,194126400,30.77
WORX,2020-08-26,1.96,2.73,1.96,2.12,103299261,2.48,2.73,9490000,18609890,20.31
FLDM,2020-08-26,11.5,12.45,10.56,11.43,134179477,22,12.45,71320000,820180000,30.83
BMCH,2020-08-27,38.74,40.09,37.68,39.45,6838549,44.0904,40.09,67069999,2598291761,20.24
PER,2020-08-27,0.77,0.85,0.48,0.55,31389914,0.8,0.85,52500000,40645500,120.82
MOXC,2020-08-27,3.3,3.44,1.96,2.36,42313237,3.9,3.44,16190000,53427000,57.14
PED,2020-08-27,1.5,2.5,1.45,2.11,102778194,1.56,2.35,72130000,108195000,91.03
VBIV,2020-08-27,4.15,5.2,4.05,4.25,198317492,4.55,5.2,231200000,959480000,29.28
NSYS,2020-08-28,6.05,6.5,4.45,5.08,23751736,7.34,6.5,2660000,16093000,52.78
JE,2020-08-28,0.55,0.58,0.38,0.39,167799885,0.62,0.58,151640000,83402000,78.22
GEVO,2020-08-28,1.34,1.45,1.17,1.2,173364896,1.38,1.45,53800000,72092000,22.94
NES,2020-08-31,2.24,2.24,1.86,1.98,9803,1.7,2.24,15770000,35324800,22.4
TAT,2020-08-31,0.29,0.29,0.24,0.25,4214408,0.349,0.291,68590000,19891100,23.56
