Symbol,Date,Open,High,Low,Close,Volume,Premarket High,Morning High,Outstanding Shares,Market Cap,GAP%
TIS,2018-11-23,2.12,2.43,1.52,1.8,15244382,2.48,2.43,10670000,22620400,211.76
EDGE,2018-11-26,0.84,0.85,0.65,0.67,4931343,1.07,0.8498,31330000,26317200,20
RSLS,2018-11-26,2.52,2.55,0.9,1.01,25804259,3.08,2.55,960000,2419200,101.6
UAVS,2018-11-27,1.11,1.38,0.74,0.77,6945352,1.3,1.38,11510000,12776100,53.12
AEMD,2018-11-27,1.63,1.74,1.29,1.47,11061327,2.3,1.65,17860000,29111800,39.32
GPIC,2018-11-28,13.31,13.44,13,13.13,157336,13.5,13.44,7960000,105947600,73.08
JILL,2018-11-28,6,6.14,5.42,5.93,1376383,6.1,6.049,43750000,262500000,20
IPCI,2018-11-28,0.41,0.43,0.33,0.36,10829594,0.45,0.43,7130000,2958950,21.99
ALQA,2018-11-28,2.47,5.24,2.25,2.66,39470241,2.88,5.24,5010000,12374700,48.8
CTRV,2018-11-29,0.52,0.56,0.48,0.51,356187,0.51,0.56,16340000,8496800,20.73
TNXP,2018-11-29,7.21,9.6,6.33,6.97,21733061,7.75,9.6,1530000,11031300,89.74
ANF,2018-11-29,21.82,22.17,19.61,20.7,27372210,21.89,22.17,66750000,1456485000,27.45
TIK,2018-11-30,5.25,5.7,3.75,3.87,8279584,5.3,5.7,3260000,17115000,114.29
ADIL,2018-11-30,3.54,5,3.54,3.84,18333982,3.67,5,6560000,23222400,26.43
BRQS,2018-12-03,7.49,8,4.1,4.34,115800,6.98,8,31300000,234437000,31.4
HDSN,2018-12-03,1.55,2.14,1.45,1.61,7386458,1.6,2.139,42400000,65720000,42.2
CLVS,2018-12-03,22,22.25,18.25,19.08,9206126,23.35,22.25,52710000,1159620000,27.83
GBT,2018-12-03,44.06,50.11,39.8,46.62,11968525,46,47.3999,52230000,2301253800,39.7
ATOS,2018-12-03,1.52,1.85,1.3,1.38,16839189,1.78,1.85,5650000,8588000,33.33
AETI,2018-12-03,1.06,1.55,0.97,1.08,36583768,1.15,1.53,8970000,9508200,164.93
TSRO,2018-12-03,73.68,73.92,73.4,73.5,44215237,75.1,73.915,55050000,4056084000,58.86
PTX,2018-12-04,0.5,0.58,0.4,0.57,861108,0.445,0.4999,14510000,7253549,23.13
LEVB,2018-12-04,4.85,4.89,3.9,4.07,3227043,5.5,4.89,10100000,48985000,25.65
RHE,2018-12-04,0.17,0.2,0.15,0.15,6765519,0.1989,0.1986,20190000,3462585,22.68
NVLN,2018-12-04,1.4,1.64,1.21,1.3,17489649,1.85,1.64,18930000,26502000,42.86
DARE,2018-12-06,1.31,1.35,0.9,0.98,10194075,1.37,1.35,11420000,14960200,53.94
PTX,2018-12-06,0.7,1.14,0.43,0.44,11285746,0.84,1.14,14510000,10157000,21.74
TST,2018-12-06,2.05,2.27,1.9,2.06,14105483,2.35,2.27,49610000,101700500,34.87
NTN,2018-12-07,2.45,2.77,2.14,2.17,1779800,2.62,2.77,2870000,7031500,21.95
TNXP,2018-12-07,6.25,7.24,2.84,2.94,5640288,9.09,7.2406,1530000,9562500,98.41
TENX,2018-12-07,2.02,5.12,1.37,1.39,14095186,2.48,5.12,1470000,2969400,20.24
CRON,2018-12-07,13.57,13.95,12.36,12.72,55482148,14.58,13.95,178710000,2425094700,29.86
NFEC,2018-12-10,16.64,16.77,14.09,16.77,193780,15.78,16.64,7570000,125964800,22.9
VERI,2018-12-10,7.96,8,6.35,6.89,3362192,10.68,8,19330000,153866800,41.39
XPER,2018-12-10,17.85,18.99,17.11,18.37,3962488,17.7,18.9,48420000,864297000,39.67
NTRI,2018-12-10,45.06,45.25,43.58,43.68,12801232,45.47,45.25,29420000,1325665200,31.75
AMTB,2018-12-11,19,19.95,14.25,14.34,29293,17.9,19.95,24740000,470060000,31.38
DOTA,2018-12-11,10.15,10.23,10.11,10.23,47265,10.15,10.21,6140000,62321000,57.9
WISA,2018-12-11,4.58,4.6,4.24,4.51,72366,4.6994,4.6,15370000,70394600,21.81
YRIV,2018-12-11,10.62,10.7,6.29,6.34,1502251,11.5,10.7,172530000,1832268600,36.33
MYOS,2018-12-11,1.8,1.99,1.48,1.7,23236955,2.1,1.99,7470000,13446000,65.14
BBCP,2018-12-12,10.49,12,8.13,8.27,6467,11.54,12,28850000,302636500,20.02
STRM,2018-12-12,1,1,0.8,0.89,97759,0.8,0.9997,20130000,20123961,21.91
SPA,2018-12-12,18.3,18.35,18.25,18.32,1747309,18.39,18.33,9840000,180072000,39.48
MLSS,2018-12-12,0.53,1.09,0.49,0.54,3659838,0.45534,1.087,33830000,17933283,20.48
ASTC,2018-12-12,3.95,4.25,3.26,3.4,14477501,4.38,4.25,4099999,16194996.05,47.94
ADIL,2018-12-13,2.88,4.33,2.55,4.16,29023954,2.9,3.89,6560000,18892800,41.87
ALQA,2018-12-14,2.95,3.35,2.54,2.69,27167701,3.09,3.35,5010000,14779500,38.5
BEL,2018-12-14,24.66,24.78,24.65,24.68,34779077,24.97,24.78,102990000,2539733400,39.72
DCAR,2018-12-17,0.43,0.56,0.31,0.36,4608952,0.6,0.56,9710000,4175300,26.51
RSLS,2018-12-18,0.5,0.59,0.4,0.44,2390146,0.5,0.59,7640000,3820000,21.62
AETI,2018-12-18,1.27,1.27,0.93,0.96,6632433,1.35,1.27,8970000,11391900,51.19
MRIN,2018-12-18,4.31,4.98,3.52,3.72,7227757,4.43,4.98,5790000,24954900,68.36
BIOC,2018-12-18,1,1.49,0.98,1.14,23684994,1.05,1.49,4059999,4059999,45.86
MXWL,2018-12-20,2.26,2.4,1.79,1.99,1799192,2.37,2.4,45870000,103666200,25.56
LMFA,2018-12-20,1.52,1.7,1.09,1.17,3249707,1.69,1.7,2300000,3507500,28.15
INPX,2018-12-20,4.15,5.93,3.5,4.1,9694458,4.4,5.93,1580000,6557000,38.8
AGEN,2018-12-20,2.8,2.94,2.35,2.48,22720100,3.74,2.94,119980000,335944000,39.3
GLOW,2018-12-21,0.19,0.21,0.12,0.12,3172320,0.21123,0.21,49810000,9463900,31.03
MICT,2018-12-21,0.8,0.95,0.62,0.86,9975039,1,0.95,9340000,7472000,158.88
OBLN,2018-12-21,2.75,3.4,2.1,2.65,10013535,2.99,3.4,23280000,64020000,67.68
VBLT,2018-12-24,0.81,0.88,0.74,0.78,207441,0.868,0.88,35880000,29062800,35
QUIK,2018-12-24,0.69,0.77,0.67,0.75,401204,0.69,0.7749,95190000,66157050,24.11
MB,2018-12-24,36.31,36.44,35.83,35.83,7923506,36.44,36.44,45400000,1648474000,67.17
MICT,2018-12-24,1.19,1.28,1.02,1.08,8846268,1.38,1.28,9340000,11114600,38.37
USAU,2018-12-26,1.13,1.13,0.92,0.93,119571,1.1,1.13,17620000,19910600,24.19
CPHI,2018-12-27,0.26,0.26,0.21,0.21,165192,0.23,0.26,43580000,11330800,24.4
JAGX,2018-12-27,0.25,0.25,0.2,0.22,350344,0.22,0.25,24600000,6150000,28.87
DCAR,2018-12-27,0.32,0.32,0.24,0.24,439435,0.359,0.316,9710000,3068360,26.3
TCON,2018-12-27,1,1,0.62,0.68,2447710,0.99,1,29870000,29870000,72.41
BTAI,2018-12-27,3.3,4.97,2.86,4.36,2717547,3.31,4.97,15650000,51645000,36.93
ANFI,2018-12-27,0.62,0.62,0.48,0.51,4792578,0.65,0.62,46380000,28755600,51.22
RGSE,2018-12-27,0.55,0.59,0.5,0.52,11959882,0.57,0.59,77090000,42399500,22.22
WATT,2018-12-27,6.03,9.59,5.75,7.04,40233006,6.19,7.92,26100000,157383000,31.66
PHII,2018-12-28,3.24,3.24,2.6,2.61,23486,2.8,3.24,2910000,9428400,29.6
XPL,2018-12-28,0.27,0.27,0.23,0.24,89954,0.24,0.2699,58230000,15716277,22.57
KOOL,2018-12-28,0.32,0.32,0.24,0.28,107376,0.25,0.32,21650000,6928000,33.33
TIS,2018-12-28,1.25,1.25,0.81,0.89,299753,1.18,1.25,10670000,13337500,48.63
QTM,2018-12-28,2.1,2.25,1.87,2.04,4199630,2.3,2.25,34670000,72807000,40
ABIL,2018-12-28,2.61,2.78,1.9,2.02,9925220,2.69,2.78,3310000,8639100,47.46
VTVT,2018-12-28,1.37,3.5,1.35,2.27,40807163,1.49,3.5,17650000,24180500,33.01
VTVT,2018-12-31,2.93,3.44,2.47,2.65,33357021,2.98,3.44,18470000,54117100,29.07
XTNT,2019-01-02,2,2.25,1.95,2.25,23287,2,2.04,13170000,26340000,24.22
DLHC,2019-01-02,5.75,5.75,5.25,5.55,50392,5.95,5.75,11900000,68425000,23.66
ABAC,2019-01-02,1.17,1.65,1.05,1.36,1419703,1.41,1.6534,10030000,11735100,34.48
GNCA,2019-01-02,0.37,0.42,0.31,0.42,1602395,0.48,0.425,86630000,32053100,29.01
MRT,2019-01-02,9.79,10.2,9.75,9.88,5730324,9.84,9.9198,31860000,311909400,43.13
IZEA,2019-01-03,1.29,1.35,1.14,1.18,1250347,1.4,1.35,12070000,15570300,27.08
BTAI,2019-01-03,4.5,5.84,4,5.02,1910419,4.55,5.84,15650000,70425000,28.94
ALQA,2019-01-03,2.66,2.85,2.06,2.14,3954726,2.9,2.85,5010000,13326600,33.67
OHRP,2019-01-03,0.2,0.21,0.16,0.18,15329687,0.25,0.21,56470000,11294000,81.82
SGYP,2019-01-03,0.27,0.35,0.23,0.28,54917490,0.28,0.35,248040000,67417272,23.55
CELG,2019-01-03,87.86,87.94,80.31,80.43,79306129,98,87.94,699250000,61436105000,31.84
AMID,2019-01-04,4,4.2,3.81,4,2056432,4.05,4.2,53010000,212040000,26.98
APHB,2019-01-04,0.3,0.31,0.25,0.27,3379224,0.36,0.307,32290000,9687000,30.43
EPZM,2019-01-04,7.26,8.19,6.4,7.94,5089458,7.82,7.35,79170000,574774200,21.4
FLKS,2019-01-04,0.53,0.7,0.5,0.53,27937800,0.74,0.7,18070000,9580714,38.07
HSGX,2019-01-04,0.25,0.27,0.2,0.22,39358065,0.25,0.267,62030000,15507500,35.87
BVSN,2019-01-07,1.25,1.25,1.1,1.1,17097,1.5,1.25,5000000,6250000,22.55
NAUH,2019-01-07,0.35,0.35,0.24,0.24,246889,0.33,0.35,24360000,8526000,29.53
IPCI,2019-01-07,0.34,0.34,0.28,0.29,1625514,0.35,0.3399,7130000,2423487,22.27
MYND,2019-01-07,1.4,1.48,1.05,1.11,3697332,1.6,1.48,7560000,10584000,86.64
SAGE,2019-01-07,144.46,158.59,135.69,139.13,3857766,144.46,158.59,46890000,6773729400,48.15
INSM,2019-01-07,18.75,21.86,18.3,21.27,6130347,19.5999,20.76,77090000,1445437500,26.26
LXFT,2019-01-07,57.77,57.86,57.24,57.68,10346347,58.01,57.86,22420000,1295203400,82.24
LOXO,2019-01-07,231.15,233.75,231.06,232.65,10364136,232,233.755,30620000,7077813000,65.26
QEP,2019-01-07,8.42,8.75,8.11,8.53,34470328,8.46,8.58,236770000,1993603400,38.49
AXSM,2019-01-07,7.07,8.89,5.76,6.87,51674498,7.82,8.65,29810000,210756700,168.82
MPAA,2019-01-08,23,23.65,20.67,20.69,996316,22.76,23.65,18920000,435160000,20.23
CTXR,2019-01-08,1.5,1.79,1.13,1.18,2789984,1.9,1.79,17800000,26700000,25.52
XSPA,2019-01-09,0.23,0.24,0.19,0.2,5764453,0.2899,0.2401,34550000,7946500,27.78
ATOS,2019-01-09,1.74,1.95,1.5,1.6,18848531,1.8,1.95,5650000,9831000,41.46
SXTC,2019-01-10,17.6,23.35,6.81,7.75,630790,20.5,23.35,22550000,396880000,47.28
ZN,2019-01-10,0.52,0.55,0.46,0.48,2540046,0.58,0.55,64709999,33713909.48,21.73
INPX,2019-01-10,4.26,5.35,4.02,4.3,10169428,5.1,5.35,1580000,6730800,29.88
DCIX,2019-01-10,1.28,1.3,1,1.1,11485996,1.4,1.3,14460000,18508800,61.01
PRPO,2019-01-10,0.29,0.32,0.23,0.24,28514552,0.295,0.3199,30380000,8779820,75.15
TBLT,2019-01-11,1.64,2.08,1.55,1.74,5239133,1.78,2.08,9870000,16186800,38.97
FTK,2019-01-11,2.86,2.9,2.52,2.76,22414679,3.04,2.9,57040000,163134400,102.84
MBOT,2019-01-14,4.5,10.48,4.06,9.79,37369033,4.5509,8.39,3010000,13545000,87.5
AYTU,2019-01-15,1.15,1.19,0.97,1.06,2635156,1.26,1.19,8630000,9924500,24.72
ABIL,2019-01-15,2.38,2.51,2.02,2.06,5814461,2.62,2.51,6610000,15731800,27
OESX,2019-01-16,1.1,1.17,0.91,0.99,2385478,1.3,1.17,29570000,32527000,22.24
MBOT,2019-01-16,11.36,13.74,8.56,9.89,9748280,11.73,13.74,3010000,34193600,25.11
TBLT,2019-01-16,3.64,5.55,3.05,3.21,29963006,3.79,5.55,9870000,35918904,190.49
AMTX,2019-01-17,1.06,1.15,0.94,1.04,861783,1.4,1.15,20350000,21571000,22.54
TMDI,2019-01-17,3.74,3.74,2.81,3.2,1580046,3.75,3.74,21680000,81083200,33.57
LPCN,2019-01-17,2.35,2.64,1.8,1.88,25404062,3.9,2.64,21460000,50323700,47.48
LMFA,2019-01-17,2.68,3.1,2,2.12,28653098,2.72,3.1,2300000,6164000,88.73
ATIS,2019-01-18,0.32,0.32,0.26,0.28,881234,0.315,0.315,22310000,7027650,32.35
CEI,2019-01-18,0.68,0.75,0.57,0.61,8910784,0.8388,0.75,6770000,4579905,26.69
UPL,2019-01-18,1.08,1.14,0.96,1,12716275,1.28,1.14,197050000,212814000,40.96
GEVO,2019-01-18,4.19,4.25,2.76,2.86,14092769,4.5,4.25,8640000,36201600,45.49
BPTH,2019-01-22,2.15,2.28,1.61,1.81,970918,2.19,2.28,1100000,2365000,22.86
STAF,2019-01-22,3.27,3.45,2.4,2.5,9000241,3.4,3.45,5020000,16415400,60.29
NVCN,2019-01-22,1,1.1,0.77,0.83,13777443,1.45,1.1,24980000,24980000,33.05
UQM,2019-01-22,1.65,1.66,1.64,1.65,14107579,1.69,1.66,54250000,89512500,46.02
ARCW,2019-01-23,1.49,1.49,0.88,0.88,102129,1.15,1.49,23350000,34791500,53.61
SNGX,2019-01-23,1.3,1.32,0.98,1.04,5331472,1.52,1.32,17680000,22984000,26.21
EARS,2019-01-23,0.53,0.53,0.43,0.45,12372237,0.611,0.5345,33720000,17871600,33.17
CLDC,2019-01-24,1.52,1.62,1.23,1.32,7061779,1.7,1.62,24530000,37285600,35.71
CAPR,2019-01-24,0.73,0.74,0.53,0.55,7666658,1.16,0.74,31070000,22836450,22.52
PHII,2019-01-25,3.48,4,3.03,3.17,133929,2.9,4,2910000,10126800,29.85
CLRO,2019-01-25,2.27,2.5,2.01,2.12,12116484,2.5,2.5,16610000,37704700,24.04
PCG,2019-01-25,12.7,12.86,11.51,11.77,72454245,13.7,12.86,518669999,6587108987,27.25
MLSS,2019-01-28,0.6,0.87,0.44,0.48,2344351,0.637,0.87,33830000,20298000,49.29
AVCO,2019-01-28,6.98,9.25,5.75,6.93,20033747,7.76,7.5,74310000,518683800,65.01
TRVN,2019-01-28,0.69,1.2,0.66,1.19,36976162,0.75,1.005,82320000,56636160,27.17
SANM,2019-01-29,33,33.9,31.82,31.85,3500480,33.93,33.9,68400000,2257200000,21.1
VYGR,2019-01-29,11.24,13.1,10.4,11.12,6218395,12.4999,13.1,32560000,365974400,39.8
OCX,2019-01-29,4.09,6.92,3.62,5.91,44646622,4.34,6.4,40660000,166299400,124.73
TIS,2019-01-30,1.33,1.33,1.02,1.08,1913097,1.35,1.33,10670000,14191100,36.37
EYEN,2019-01-30,4,4.2,2.72,3.29,5930999,4.99,4.2,11780000,47120000,52.09
EKSO,2019-01-30,2.03,2.19,1.73,1.75,6618830,2.37,2.19,62640000,127159200,24.54
CODX,2019-01-30,3.24,3.77,2.11,2.24,35087659,3.38,3.77,12910000,41828400,190.43
MGTX,2019-01-31,12.3,12.75,11.5,12.38,705535,13.6,12.75,27390000,336897000,28.93
CYTX,2019-01-31,0.47,0.49,0.32,0.34,3703777,0.4873,0.489,13200000,6217200,54.43
FBIO,2019-01-31,2.27,2.34,1.93,2.07,9566785,2.92,2.34,56680000,128663600,53.38
SCYX,2019-01-31,1.37,1.4,0.99,1.02,27508648,1.85,1.4,47970000,65718900,90.28
CUO,2019-02-01,19,19.95,18.75,19,26176,20,19.95,1700000,32300000,27.43
TBLT,2019-02-01,3.29,3.3,2.62,2.72,5217201,3.46,3.3,9870000,32472300,35.39
TTNP,2019-02-01,2.13,2.17,1.56,1.65,19235309,2.49,2.17,13000000,27690000,73.17
MDJH,2019-02-04,7.04,7.4,4.92,5.13,593434,7.16,7.4,11980000,84339200,51.54
TISA,2019-02-04,0.82,0.84,0.82,0.83,3016763,0.86,0.8393,18170000,14935740,59.27
ZKIN,2019-02-04,2.67,4.18,1.62,1.69,12576144,3.25,4.18,16559999,44215197.33,64.81
MXWL,2019-02-04,4.65,4.66,4.55,4.59,18922391,4.75,4.66,45870000,213295500,51.47
AMRS,2019-02-05,4.35,5.84,4.06,5.47,54105749,5.4899,4.72,76530000,332905500,37.66
NVLN,2019-02-06,1.53,1.55,1.25,1.26,10516381,2,1.55,18930000,28962900,59.47
MGNX,2019-02-06,29.37,32.32,24.6,25.6,25949913,30.35,32.32,42260000,1241176200,164.36
SNAP,2019-02-06,8.61,9.09,8.35,8.59,148568135,8.9,9.09,979790000,8435991900,22.3
ATOS,2019-02-07,1.86,1.95,1.61,1.7,10327785,2.11,1.95,5650000,10509000,24.83
EGAN,2019-02-08,9,11.25,8.9,10.99,6307668,9.49,10.67,27870000,250830000,20.97
COTY,2019-02-08,8.76,9.38,8.5,9.33,43496366,9.22,9.15,751080000,6579460800,24.08
NAKD,2019-02-11,0.52,0.59,0.46,0.48,2417654,0.52,0.589,26720000,13894400,23.81
AVCO,2019-02-11,5.93,6.02,4.41,4.53,5354464,6.5,6.02,74310000,440658300,25.11
OTLK,2019-02-11,1.15,1.23,1.01,1.04,6326087,1.81,1.23,85090000,97853500,24.99
WORX,2019-02-12,7.3,9.7,6.48,7.1,4602320,7.5,9.7,6550000,47815000,23.73
CASM,2019-02-12,2.41,2.43,2.4,2.42,4881815,2.49,2.43,28860000,69552600,53.5
ELLI,2019-02-12,99.15,99.6,98.9,98.95,11132935,100.48,99.6,34840000,3454386000,21.03
DBD,2019-02-13,7.25,7.63,6.57,7.26,17827895,7.6,7.63,76120000,551870000,38.89
RWLK,2019-02-13,0.36,0.38,0.31,0.34,38162918,0.3935,0.375,73090000,26093130,30.77
SOLO,2019-02-13,1.68,4.43,1.6,4.33,40126623,2.1,2.5,32299999,54263998.32,24.44
IVC,2019-02-14,7.42,9.54,7.21,8.61,15151899,7.43,9.2,33200000,246344000,39.47
RBZ,2019-02-14,2.33,2.54,1.63,1.7,17904545,2.42,2.54,21140000,49256200,79.23
SOLO,2019-02-14,5.67,6.74,4.57,4.81,50323312,6.65,6.74,32299999,183140994.3,30.95
DRRX,2019-02-19,0.9,0.9,0.77,0.78,480429,0.8692,0.9,162060000,145854000,21.62
ORPN,2019-02-19,1.74,2.17,1.42,1.51,7534203,1.75,2.17,3360000,5846400,48.62
ARTW,2019-02-19,3.48,3.81,2.4,2.66,8692210,3.47,3.81,4220000,14685600,80.31
OSPN,2019-02-20,20.51,21.37,19.05,19.32,1948284,21.35,21.37,40260000,825732600,22.3
IPCI,2019-02-20,0.43,0.43,0.35,0.38,9863462,0.43,0.43,7130000,3051640,28.18
ABIO,2019-02-20,0.9,0.97,0.51,0.51,25937658,0.99,0.97,13920000,12529392,132.58
KNDI,2019-02-20,7.35,8.85,7.16,7.98,31108430,7.96,8.63,51480000,378378000,23.74
IMDZ,2019-02-21,5.82,5.83,5.8,5.82,26530829,6,5.82,48170000,280349400,309.86
VYGR,2019-02-22,12.9,13.67,12.37,13.12,1670446,13.19,13.67,32560000,420024000,20.79
W,2019-02-22,141.54,156.78,141.2,149.95,12382514,142,156.78,61800000,8747172000,20.69
ACHV,2019-02-22,2.78,4.54,2.72,3.3,68893368,3.53,4.54,6720000,18681600,55.31
CMTA,2019-02-25,26.1,26.36,25.82,26.06,3510829,27.31,26.36,37810000,986841000,74.7
QURE,2019-02-25,50.6,59.45,50.52,55.87,4048664,52.5,59.45,37280000,1886368000,21.63
ATEC,2019-02-25,1.89,2,1.51,1.59,5865787,2,2,43210000,81666900,29.45
ONCE,2019-02-25,113.84,114.2,113.41,113.48,16240715,114.5,114.2,37110000,4224602400,120.79
TTNP,2019-02-25,2.41,2.45,1.77,1.84,22953005,2.58,2.45,13000000,31330000,67.36
CIFS,2019-02-25,1.7,3.58,1.57,2.8,62029081,1.77,3.19,22110000,37587000,32.81
PIH,2019-02-26,6.03,6.1,5.6,5.95,105618,6.05,6.1,5990000,36119700,25.63
NNVC,2019-02-26,0.57,0.68,0.53,0.58,4021673,0.95,0.68,69500000,39823500,37.41
TLRA,2019-02-26,4.55,5.49,4.41,4.85,5110963,4.65,5.4895,47570000,216443500,25.69
FTNW,2019-02-26,3.4,4.44,2.19,2.32,31622511,3.87,4.44,12170000,41378000,211.93
MGPI,2019-02-27,99.89,100,75.31,80.02,762645,99.9,100,16860000,1684145400,28.46
GEVO,2019-02-27,3.06,3.14,2.41,2.48,12323247,3.95,3.14,8640000,26438400,21.43
TNDM,2019-02-27,60.8,66.35,60.16,61.86,12814276,60.98,66.35,57370000,3488096000,23.05
SQBG,2019-02-28,1.75,1.87,1.42,1.68,14503570,2.8,1.87,64290000,112507500,45.83
ACET,2019-02-28,0.34,0.39,0.23,0.23,19209169,0.3442,0.3855,30840000,10639800,31.28
RKDA,2019-02-28,8.11,10.4,6.93,8.05,35911443,9.7,9.5,4780000,38765800,50.19
AUMN,2019-03-01,0.29,0.32,0.28,0.28,799434,0.299,0.3198,96400000,28438000,47.5
FNKO,2019-03-01,24.22,24.3,19.87,20.92,4436989,24.68,24.305,24730000,598960600,21.77
PBYI,2019-03-01,36.85,40.45,35.55,38.93,9178466,37.05,39.83,38140000,1405459000,32.51
RKDA,2019-03-04,8.77,8.84,7.5,7.76,3718808,9.28,8.84,4780000,41920600,21.64
YRIV,2019-03-04,0.99,1.17,0.75,0.77,41820177,1.18,1.17,172530000,170804700,119.12
CIFS,2019-03-04,4.93,6.44,4.65,4.96,44949223,5.75,6.44,22110000,109002300,51.69
AWSM,2019-03-05,4.16,4.65,3.59,4.03,9393834,5.27,4.65,7790000,32406400,28.99
PETZ,2019-03-05,1.26,2.5,1.05,1.09,20929614,1.45,2.5,12520000,15775200,57.6
DSS,2019-03-05,1.29,1.99,1.17,1.7,25547954,1.73,1.99,16810000,21684900,24.04
LYL,2019-03-06,2.38,2.38,1.78,2,22678,2,2.38,11420000,27179600,20.2
SSLJ,2019-03-06,1.17,1.28,0.61,0.66,6910951,1.47,1.28,8359999,9781198.83,31.62
AYTU,2019-03-06,1.6,1.9,1.3,1.42,19423850,1.8,1.9,12460000,19936000,45.45
DPW,2019-03-06,0.1,0.11,0.08,0.09,38014707,0.14,0.1145,111100000,10832250,22.03
BPTH,2019-03-06,7.45,14.6,6.91,12.02,72385838,7.48,11.73,1760000,13112000,61.43
CLMT,2019-03-07,3.6,3.85,3.34,3.71,1982038,3.97,3.85,77150000,277740000,26.76
RBZ,2019-03-07,1.42,1.75,1.16,1.75,2406288,1.63,1.43,21140000,30018800,31.48
ARQL,2019-03-07,4.51,6.11,4.17,5.44,20157224,4.75,5.14,108990000,491544900,38.77
GTXI,2019-03-07,1.56,2.56,1.27,1.54,28147444,2.16,2.56,24050000,37518000,69.9
ALT,2019-03-07,3.78,5.94,3.37,4.54,31435225,4.58,4.94,8760000,33112800,25.17
BPTH,2019-03-07,18.2,73.52,17.01,38.86,36079181,18.29,73.52,1760000,32032000,51.41
SEEL,2019-03-07,2.34,3.44,2.3,3.04,63802575,2.57,3.34,6220000,14554800,50.97
DFFN,2019-03-08,10.47,11,4.6,5,1833547,10.26,11,3380000,35388600,49.57
SAEX,2019-03-08,5.15,5.5,3.72,3.99,2705257,6.35,5.5,3100000,15965000,39.95
CYCC,2019-03-08,1.05,1.05,0.77,0.8,9182965,1.22,1.05,12500000,13125000,20.69
SBOT,2019-03-08,1.75,2.9,1.43,1.54,21725343,2.35,2.9,5330000,9327500,45.83
TROV,2019-03-08,8.9,9.65,4.64,4.8,28645532,9.7,9.65,4019999,35777991.1,115.5
TNXP,2019-03-08,3.52,4.2,2.53,2.8,30650708,3.6,4.2,2390000,8412800,64.49
SEEL,2019-03-08,6.2,7.49,3.31,3.39,53267443,8,7.49,6220000,38564000,103.95
PTE,2019-03-11,16.48,17.2,15,16.43,1953730,17.55,17.2,21650000,356792000,22.62
PXS,2019-03-11,1.53,1.74,1.26,1.69,2381675,1.99,1.65,20880000,31946400,26.45
TBLT,2019-03-11,1.87,1.93,1.56,1.68,4222320,2.07,1.93,9870000,18456900,20.65
GLBS,2019-03-11,8.61,8.8,5.9,8.54,12245201,10.6,8.8,3210000,27638100,93.92
TNXP,2019-03-11,3.91,4.12,2.93,3.37,17657656,4.13,4.12,2390000,9344900,39.64
AXGT,2019-03-11,2.12,2.45,1.68,1.69,38375334,2.48,2.45,155560000,329787200,43.24
ORGO,2019-03-12,13.6,14.3,9.5,9.75,1797189,16.5,14.3,91990000,1251064000,33.46
AKBA,2019-03-12,9,9.3,7.72,8.1,9266360,11.5,9.3,116890000,1052010000,22.62
SFIX,2019-03-12,34.11,37.72,33.17,33.78,31277020,34.8,37.72,41990000,1432278900,26.43
ASPN,2019-03-13,3.79,3.79,2.99,3.1,330168,3.5,3.79,24250000,91907500,27.18
PAVM,2019-03-13,1.29,1.3,1.06,1.1,3754439,1.39,1.3,27140000,35010600,21.7
YRIV,2019-03-13,0.78,0.8,0.59,0.61,12461623,1.1,0.799,172530000,134573400,20.02
XPL,2019-03-14,0.43,0.43,0.35,0.36,452273,0.3582,0.43,58160000,25008800,34.37
SPHS,2019-03-14,1.2,1.2,1,1.1,532704,1.23,1.2,30110000,36132000,23.99
SMSI,2019-03-14,2.4,2.55,2.16,2.4,2219795,2.9,2.55,30560000,73344000,29.03
DOMO,2019-03-14,37.79,39.13,34.6,37.79,4342750,38.25,39.13,23070000,871815300,21.12
HJLI,2019-03-14,2.87,3.45,2,2.09,4483895,3.25,3.45,11720000,33636400,64.94
MDB,2019-03-14,126.94,134.4,120.46,130.94,10476039,128.02,133.47,35410000,4494945400,21.75
ATOS,2019-03-14,4.65,7.39,4.3,7.07,92367779,6.31,5.69,5650000,26272500,207.95
RKDA,2019-03-15,8.5,8.5,7.55,7.9,1998799,10.85,8.5,4780000,40630000,21.6
MDCA,2019-03-15,2.45,2.54,2.07,2.29,4711347,2.7,2.54,57510000,140899500,20.69
ACHV,2019-03-15,4.16,4.3,3,3.01,14108432,5.2,4.3,6720000,27955200,69.8
HAIR,2019-03-15,1.38,1.55,0.87,0.9,22601040,1.85,1.55,40680000,56138400,65.47
SLNO,2019-03-15,2.91,5.07,2.5,2.68,80115642,2.96,5.07,21440000,62390400,115.56
PHAS,2019-03-18,7,8.88,5.46,6.23,6767889,11.79,8.88,24500000,171500000,88.17
AMID,2019-03-18,5.16,5.17,5.07,5.14,8036369,5.21,5.165,53010000,273531600,29
LPTX,2019-03-18,2.88,2.97,2.11,2.33,14940408,3.66,2.97,14700000,42336000,28
DERM,2019-03-18,13.36,14.91,11.3,12.61,43031633,14.98,14.91,42330000,565528800,95.32
DARE,2019-03-18,2.72,3.25,1.79,2.1,49862790,2.9,3.25,11420000,31062400,195.65
XPL,2019-03-19,0.54,0.54,0.4,0.41,198335,0.4371,0.54,58160000,31406400,38.46
RVP,2019-03-19,0.94,0.94,0.81,0.87,222547,0.985,0.9401,32670000,30709800,20.36
